__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_050867,2313.0,0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5
diamonds_050868,2313.0,0.71,Ideal,H,SI1,62.1,57.0,5.68,5.73,3.54
diamonds_050869,2313.0,0.7,Good,F,SI1,60.0,62.0,5.73,5.83,3.47
diamonds_050870,2313.0,0.63,Ideal,D,SI1,62.0,56.0,5.5,5.47,3.4
diamonds_050871,2313.0,0.81,Premium,I,SI1,61.8,58.0,5.97,5.91,3.68
diamonds_050872,2313.0,0.81,Ideal,H,SI2,63.0,57.0,5.94,5.9,3.73
diamonds_050873,2313.0,0.81,Premium,H,SI2,61.6,62.0,6.0,5.92,3.67
diamonds_050874,2314.0,0.52,Very Good,F,VVS1,62.0,57.0,5.11,5.15,3.18
diamonds_050875,2314.0,0.55,Very Good,G,IF,60.2,60.0,5.29,5.38,3.21
diamonds_050876,2314.0,0.7,Good,E,VS2,63.8,56.0,5.58,5.61,3.57
diamonds_050877,2314.0,0.72,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55
diamonds_050878,2314.0,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53
diamonds_050879,2315.0,0.71,Good,H,VS1,63.6,55.0,5.58,5.65,3.57
diamonds_050880,2315.0,0.71,Ideal,I,VS2,62.1,59.0,5.73,5.7,3.55
diamonds_050881,2316.0,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49
diamonds_050882,2316.0,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68
diamonds_050883,2316.0,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48
diamonds_050884,2316.0,0.83,Good,H,SI2,63.9,56.0,5.93,5.99,3.81
diamonds_050885,2316.0,0.72,Premium,G,SI1,61.3,56.0,5.79,5.76,3.54
diamonds_050886,2316.0,0.9,Premium,F,I1,61.9,59.0,6.18,6.16,3.82
diamonds_050887,2316.0,0.6,Premium,F,VVS2,62.4,56.0,5.44,5.39,3.38
diamonds_050888,2316.0,0.72,Premium,H,VS2,61.7,56.0,5.77,5.73,3.55
diamonds_050889,2317.0,0.59,Very Good,H,IF,61.7,56.0,5.42,5.48,3.36
diamonds_050890,2317.0,0.7,Premium,G,VS2,61.7,58.0,5.68,5.73,3.52
diamonds_050891,2317.0,0.7,Premium,G,VS2,60.8,58.0,5.75,5.8,3.51
diamonds_050892,2317.0,0.71,Ideal,G,SI1,62.3,56.0,5.73,5.7,3.56
diamonds_050893,2317.0,0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51
diamonds_050894,2317.0,0.71,Premium,D,SI2,61.6,60.0,5.7,5.64,3.49
diamonds_050895,2317.0,0.51,Ideal,E,VVS1,62.4,55.0,5.08,5.12,3.18
diamonds_050896,2317.0,0.79,Premium,I,SI1,61.8,60.0,5.96,5.92,3.67
diamonds_050897,2317.0,0.73,Fair,E,SI1,64.6,59.0,5.69,5.64,3.66
diamonds_050898,2317.0,0.71,Ideal,H,SI2,62.7,55.0,5.68,5.64,3.56
diamonds_050899,2318.0,0.56,Ideal,F,VS2,62.7,55.0,5.32,5.27,3.32
diamonds_050900,2318.0,0.56,Premium,F,VS2,60.7,57.0,5.39,5.35,3.26
diamonds_050901,2318.0,0.54,Very Good,D,VVS2,62.1,55.0,5.21,5.26,3.25
diamonds_050902,2318.0,0.65,Very Good,H,VVS1,61.6,58.0,5.57,5.62,3.42
diamonds_050903,2318.0,0.72,Very Good,G,SI1,63.3,53.0,5.73,5.68,3.61
diamonds_050904,2318.0,0.72,Ideal,G,SI1,62.0,56.0,5.75,5.71,3.55
diamonds_050905,2318.0,0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75
diamonds_050906,2318.0,0.71,Fair,I,VS1,57.1,57.0,5.87,5.9,3.36
diamonds_050907,2318.0,0.7,Good,D,SI1,64.2,60.0,5.62,5.59,3.6
diamonds_050908,2318.0,0.7,Fair,E,SI1,65.2,58.0,5.57,5.54,3.62
diamonds_050909,2318.0,0.7,Fair,D,SI1,64.6,57.0,5.6,5.57,3.61
diamonds_050910,2318.0,0.56,Ideal,G,VVS1,62.0,56.0,5.3,5.28,3.28
diamonds_050911,2318.0,0.56,Ideal,F,VVS2,61.9,56.0,5.32,5.28,3.28
diamonds_050912,2318.0,0.72,Premium,H,VS2,61.1,58.0,5.78,5.74,3.52
diamonds_050913,2318.0,0.72,Premium,F,SI1,62.6,59.0,5.74,5.69,3.58
diamonds_050914,2318.0,0.7,Very Good,E,SI1,63.4,56.0,5.7,5.6,3.58
diamonds_050915,2318.0,0.6,Ideal,F,VVS2,61.8,57.0,5.42,5.36,3.33
diamonds_050916,2318.0,0.56,Ideal,F,VVS2,60.3,56.0,5.39,5.35,3.24
diamonds_050917,2318.0,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54
diamonds_050918,2318.0,0.7,Good,D,SI1,64.2,62.0,5.52,5.48,3.53
diamonds_050919,2318.0,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51
diamonds_050920,2319.0,0.74,Very Good,F,SI2,61.7,57.0,5.78,5.85,3.59
diamonds_050921,2319.0,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56
diamonds_050922,2319.0,0.7,Ideal,F,SI1,61.6,56.0,5.73,5.67,3.51
diamonds_050923,2319.0,0.7,Premium,F,SI1,60.2,58.0,5.76,5.7,3.45
diamonds_050924,2319.0,0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51
diamonds_050925,2319.0,0.61,Premium,F,VVS2,63.0,60.0,5.35,5.29,3.35
diamonds_050926,2319.0,0.59,Ideal,D,VS1,62.0,56.0,5.35,5.39,3.33
diamonds_050927,2319.0,0.71,Ideal,I,SI1,61.6,55.0,5.72,5.74,3.53
diamonds_050928,2319.0,0.71,Ideal,I,SI1,60.2,60.0,5.77,5.79,3.48
diamonds_050929,2319.0,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56
diamonds_050930,2319.0,0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55
diamonds_050931,2319.0,0.71,Ideal,I,SI1,62.1,55.0,5.67,5.73,3.55
diamonds_050932,2319.0,0.71,Ideal,I,SI1,61.0,56.0,5.75,5.78,3.52
diamonds_050933,2319.0,0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55
diamonds_050934,2319.0,0.57,Ideal,E,VS2,61.3,57.0,5.38,5.29,3.27
diamonds_050935,2319.0,0.57,Ideal,E,VS2,61.0,54.0,5.43,5.39,3.3
diamonds_050936,2320.0,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16
diamonds_050937,2320.0,0.51,Very Good,E,VVS2,61.8,56.0,5.13,5.16,3.18
diamonds_050938,2320.0,0.71,Good,F,VS2,63.0,59.0,5.59,5.65,3.54
diamonds_050939,2320.0,0.63,Ideal,G,VS2,61.9,58.0,5.48,5.51,3.4
diamonds_050940,2320.0,0.73,Ideal,H,SI1,62.6,57.0,5.66,5.74,3.57
diamonds_050941,2320.0,0.72,Premium,E,SI2,60.4,58.0,5.82,5.78,3.5
diamonds_050942,2321.0,0.56,Very Good,F,VVS1,61.7,56.0,5.26,5.3,3.26
diamonds_050943,2321.0,0.73,Ideal,G,SI1,62.3,54.0,5.81,5.78,3.61
diamonds_050944,2321.0,0.8,Very Good,J,VS1,63.4,56.0,5.9,5.87,3.73
diamonds_050945,2321.0,0.57,Ideal,F,VVS2,60.2,57.0,5.38,5.41,3.25
diamonds_050946,2321.0,0.62,Ideal,G,VS2,61.6,55.0,5.51,5.53,3.4
diamonds_050947,2321.0,0.56,Ideal,G,IF,62.2,54.0,5.3,5.34,3.31
diamonds_050948,2321.0,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29
diamonds_050949,2321.0,0.53,Premium,D,VS1,61.3,58.0,5.27,5.2,3.21
diamonds_050950,2321.0,0.87,Premium,J,SI1,61.4,57.0,6.17,6.14,3.78
diamonds_050951,2322.0,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56
diamonds_050952,2322.0,0.74,Good,G,VS2,64.2,53.0,5.72,5.69,3.66
diamonds_050953,2322.0,0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99
diamonds_050954,2322.0,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29
diamonds_050955,2322.0,0.59,Ideal,G,VVS1,61.5,57.0,5.36,5.4,3.31
diamonds_050956,2323.0,0.66,Very Good,H,VVS1,61.9,59.0,5.59,5.65,3.48
diamonds_050957,2323.0,0.81,Ideal,I,SI1,62.2,57.0,5.95,5.98,3.71
diamonds_050958,2323.0,1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94
diamonds_050959,2323.0,0.51,Premium,E,VVS1,61.4,60.0,5.11,5.05,3.12
diamonds_050960,2323.0,0.54,Ideal,D,VVS2,61.2,55.0,5.31,5.25,3.23
diamonds_050961,2323.0,0.54,Premium,D,VVS2,59.1,60.0,5.36,5.34,3.16
diamonds_050962,2324.0,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46
diamonds_050963,2324.0,0.61,Ideal,E,VS1,62.1,57.0,5.41,5.47,3.38
diamonds_050964,2325.0,0.7,Very Good,F,VS2,62.2,56.0,5.67,5.75,3.55
diamonds_050965,2325.0,0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34
diamonds_050966,2325.0,0.71,Ideal,G,SI2,60.6,57.0,5.81,5.87,3.54
diamonds_050967,2326.0,0.71,Very Good,I,VS1,62.3,60.0,5.69,5.73,3.56
diamonds_050968,2326.0,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53
diamonds_050969,2326.0,0.72,Very Good,I,VS2,62.1,57.5,5.72,5.74,3.57
diamonds_050970,544.0,0.31,Very Good,H,VS1,62.4,58.0,4.28,4.34,2.69
diamonds_050971,544.0,0.31,Good,E,SI1,63.4,57.0,4.31,4.33,2.74
diamonds_050972,544.0,0.31,Very Good,H,VS1,61.5,61.0,4.31,4.34,2.66
diamonds_050973,544.0,0.31,Good,E,SI1,63.3,55.0,4.33,4.36,2.75
diamonds_050974,544.0,0.31,Very Good,H,VS1,61.8,61.0,4.32,4.36,2.68
diamonds_050975,544.0,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72
diamonds_050976,544.0,0.31,Very Good,E,SI1,58.3,60.0,4.48,4.51,2.62
diamonds_050977,544.0,0.31,Premium,G,VS2,59.2,60.0,4.42,4.47,2.63
diamonds_050978,544.0,0.31,Premium,G,VS2,61.5,60.0,4.31,4.34,2.66
diamonds_050979,544.0,0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66
diamonds_050980,544.0,0.31,Ideal,H,VS1,61.6,56.0,4.34,4.36,2.68
diamonds_050981,544.0,0.31,Good,E,SI1,63.1,54.0,4.31,4.34,2.73
diamonds_050982,544.0,0.31,Good,E,SI1,63.4,55.0,4.32,4.33,2.74
diamonds_050983,544.0,0.31,Premium,G,VS2,61.7,58.0,4.32,4.34,2.67
diamonds_050984,544.0,0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74
diamonds_050985,544.0,0.31,Ideal,H,VS1,62.4,55.0,4.33,4.36,2.71
diamonds_050986,544.0,0.31,Very Good,H,VS1,62.9,58.0,4.31,4.34,2.72
diamonds_050987,544.0,0.31,Ideal,G,VS2,62.7,57.0,4.31,4.34,2.71
diamonds_050988,544.0,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69
diamonds_050989,544.0,0.31,Ideal,G,VS2,61.6,55.0,4.37,4.39,2.7
diamonds_050990,544.0,0.31,Good,E,SI1,63.1,57.0,4.3,4.35,2.73
diamonds_050991,544.0,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73
diamonds_050992,544.0,0.31,Very Good,E,SI1,62.3,56.0,4.37,4.4,2.73
diamonds_050993,544.0,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72
diamonds_050994,544.0,0.31,Premium,G,VS2,61.7,59.0,4.31,4.34,2.67
diamonds_050995,544.0,0.31,Very Good,G,VS2,60.7,61.0,4.33,4.37,2.64
diamonds_050996,544.0,0.31,Premium,G,VS2,60.9,58.0,4.35,4.38,2.66
diamonds_050997,544.0,0.31,Very Good,I,VVS2,62.2,57.0,4.34,4.37,2.71
diamonds_050998,544.0,0.31,Premium,I,VVS2,62.1,58.0,4.3,4.33,2.68
diamonds_050999,544.0,0.31,Good,E,VS2,63.4,55.0,4.32,4.35,2.75
diamonds_051000,2326.0,0.73,Very Good,F,SI1,61.6,62.0,5.71,5.76,3.53
diamonds_051001,2326.0,0.73,Very Good,F,SI1,59.3,61.0,5.82,5.85,3.46
diamonds_051002,2326.0,0.59,Premium,D,VS1,61.9,58.0,5.37,5.32,3.31
diamonds_051003,2326.0,0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58
diamonds_051004,2326.0,0.76,Good,I,SI1,64.3,60.0,5.69,5.64,3.64
diamonds_051005,2326.0,0.68,Premium,G,VS1,58.6,59.0,5.8,5.77,3.39
diamonds_051006,2326.0,0.7,Ideal,H,SI2,61.6,56.0,5.77,5.72,3.53
diamonds_051007,2326.0,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13
diamonds_051008,2327.0,0.74,Very Good,I,VS2,60.8,59.0,5.83,5.85,3.55
diamonds_051009,2327.0,0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6
diamonds_051010,2327.0,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59
diamonds_051011,2327.0,0.74,Ideal,H,SI2,62.1,57.0,5.75,5.81,3.59
diamonds_051012,2327.0,0.74,Ideal,I,SI1,62.3,57.0,5.76,5.79,3.6
diamonds_051013,2327.0,0.74,Good,H,VS2,63.0,57.0,5.72,5.77,3.62
diamonds_051014,2327.0,0.71,Premium,I,VS1,61.8,58.0,5.76,5.72,3.55
diamonds_051015,2327.0,0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61
diamonds_051016,2327.0,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54
diamonds_051017,2327.0,0.71,Very Good,I,VS1,63.3,56.0,5.69,5.65,3.59
diamonds_051018,2327.0,0.71,Good,I,VS1,61.5,64.0,5.76,5.65,3.51
diamonds_051019,2327.0,0.71,Fair,F,SI2,60.1,68.0,5.8,5.72,3.46
diamonds_051020,2327.0,1.14,Good,G,I1,63.7,56.0,6.63,6.55,4.2
diamonds_051021,2328.0,0.71,Very Good,I,VS1,59.0,57.0,5.85,5.88,3.46
diamonds_051022,2328.0,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57
diamonds_051023,2328.0,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51
diamonds_051024,2328.0,0.72,Ideal,D,SI2,61.2,57.0,5.76,5.8,3.54
diamonds_051025,2328.0,0.71,Ideal,H,SI1,60.7,59.0,5.75,5.81,3.51
diamonds_051026,2328.0,0.76,Fair,H,SI1,61.9,70.0,5.84,5.77,3.59
diamonds_051027,2328.0,0.74,Premium,G,SI2,62.8,54.0,5.76,5.73,3.61
diamonds_051028,2328.0,0.7,Premium,G,VS2,58.2,60.0,5.84,5.78,3.38
diamonds_051029,2329.0,0.71,Ideal,E,SI1,62.0,56.0,5.77,5.72,3.56
diamonds_051030,2329.0,0.71,Ideal,E,SI1,61.5,57.0,5.78,5.74,3.54
diamonds_051031,2329.0,0.7,Premium,G,VS1,62.9,59.0,5.63,5.56,3.52
diamonds_051032,2329.0,0.48,Very Good,D,VVS2,59.5,57.0,5.16,5.12,3.06
diamonds_051033,2329.0,0.73,Very Good,I,VS2,59.0,61.0,5.84,5.88,3.46
diamonds_051034,2329.0,0.8,Very Good,I,SI2,60.7,56.0,6.01,6.03,3.66
diamonds_051035,2329.0,0.76,Premium,E,SI2,59.3,62.0,6.01,5.96,3.55
diamonds_051036,2329.0,0.71,Premium,E,SI1,58.9,61.0,5.79,5.75,3.4
diamonds_051037,2329.0,0.75,Premium,H,SI1,60.2,59.0,5.92,5.88,3.55
diamonds_051038,2329.0,0.73,Premium,F,SI2,62.0,57.0,5.79,5.76,3.58
diamonds_051039,2329.0,0.75,Premium,I,VS2,60.0,57.0,5.93,5.9,3.55
diamonds_051040,2329.0,0.82,Premium,E,SI2,60.0,56.0,6.11,6.08,3.66
diamonds_051041,2330.0,0.7,Premium,H,VS2,60.8,59.0,5.71,5.74,3.48
diamonds_051042,2330.0,0.7,Good,H,VS2,64.2,58.0,5.58,5.61,3.59
diamonds_051043,2330.0,0.7,Good,H,VS2,63.9,59.0,5.6,5.64,3.59
diamonds_051044,2330.0,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52
diamonds_051045,2330.0,0.73,Very Good,G,SI1,59.8,61.0,5.83,5.85,3.49
diamonds_051046,2330.0,0.7,Very Good,H,VS2,61.6,55.0,5.71,5.75,3.53
diamonds_051047,2330.0,0.73,Ideal,H,SI1,62.8,57.0,5.77,5.72,3.61
diamonds_051048,2330.0,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39
diamonds_051049,2331.0,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55
diamonds_051050,2331.0,0.61,Ideal,G,VVS2,62.4,53.8,5.42,5.45,3.39
diamonds_051051,2331.0,0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57
diamonds_051052,2331.0,0.55,Premium,D,VVS2,58.7,57.0,5.44,5.39,3.18
diamonds_051053,2331.0,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54
diamonds_051054,2331.0,0.7,Premium,H,SI1,60.9,62.0,5.72,5.65,3.46
diamonds_051055,2331.0,0.7,Premium,H,SI1,60.0,60.0,5.79,5.72,3.5
diamonds_051056,2331.0,0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44
diamonds_051057,2331.0,0.71,Ideal,F,SI2,59.3,57.0,5.86,5.81,3.46
diamonds_051058,2331.0,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48
diamonds_051059,2331.0,0.7,Very Good,G,VS2,63.5,57.0,5.68,5.66,3.6
diamonds_051060,2331.0,0.53,Premium,E,VVS2,62.4,56.0,5.19,5.17,3.23
diamonds_051061,2332.0,0.7,Very Good,I,VS1,62.2,57.0,5.69,5.72,3.55
diamonds_051062,2332.0,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53
diamonds_051063,2332.0,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35
diamonds_051064,2332.0,0.65,Very Good,I,IF,61.0,55.0,5.65,5.73,3.47
diamonds_051065,2332.0,0.78,Ideal,H,SI2,61.6,54.0,5.94,5.88,3.64
diamonds_051066,2332.0,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52
diamonds_051067,2332.0,0.7,Ideal,E,SI2,61.0,55.0,5.76,5.78,3.52
diamonds_051068,2333.0,0.72,Premium,E,SI1,62.8,52.0,5.78,5.72,3.61
diamonds_051069,2333.0,0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23
diamonds_051070,2333.0,0.71,Very Good,F,SI1,61.1,57.0,5.71,5.74,3.5
diamonds_051071,2333.0,0.71,Very Good,F,SI1,61.9,56.0,5.67,5.7,3.52
diamonds_051072,2333.0,0.7,Premium,F,SI1,62.5,59.0,5.65,5.67,3.54
diamonds_051073,2333.0,0.96,Good,I,I1,58.6,64.0,6.34,6.26,3.69
diamonds_051074,2333.0,0.54,Ideal,F,VVS2,61.8,55.0,5.27,5.25,3.25
diamonds_051075,2333.0,0.7,Premium,H,VS1,62.3,60.0,5.65,5.61,3.51
diamonds_051076,2333.0,0.7,Premium,E,SI1,62.9,58.0,5.68,5.61,3.55
diamonds_051077,2333.0,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21
diamonds_051078,2333.0,0.54,Ideal,F,VVS2,61.2,55.0,5.27,5.25,3.22
diamonds_051079,2333.0,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63
diamonds_051080,2333.0,0.72,Premium,I,VS2,60.9,60.0,5.8,5.76,3.52
diamonds_051081,2333.0,0.72,Very Good,F,SI1,63.1,55.0,5.75,5.7,3.61
diamonds_051082,2334.0,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53
diamonds_051083,2334.0,0.77,Very Good,F,SI2,59.7,57.0,5.97,6.05,3.59
diamonds_051084,2334.0,0.54,Ideal,F,VVS2,62.3,53.7,5.22,5.26,3.26
diamonds_051085,2334.0,0.89,Fair,I,VS1,68.2,65.0,5.82,5.74,3.94
diamonds_051086,2334.0,0.52,Ideal,D,VVS2,59.9,57.0,5.28,5.21,3.14
diamonds_051087,2334.0,0.72,Premium,H,SI1,59.9,58.0,5.85,5.81,3.49
diamonds_051088,2335.0,0.7,Very Good,H,VS2,60.0,57.0,5.74,5.8,3.46
diamonds_051089,2335.0,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44
diamonds_051090,2335.0,0.73,Premium,E,SI2,60.6,59.0,5.85,5.8,3.53
diamonds_051091,2335.0,0.73,Ideal,I,VS2,62.2,54.0,5.76,5.78,3.59
diamonds_051092,2335.0,0.7,Ideal,G,SI1,61.1,55.0,5.72,5.76,3.51
diamonds_051093,2335.0,0.71,Ideal,F,SI1,60.9,56.0,5.79,5.81,3.53
diamonds_051094,2335.0,0.7,Good,I,VVS2,59.7,59.0,5.73,5.77,3.43
diamonds_051095,2335.0,0.73,Very Good,E,SI2,63.2,60.0,5.76,5.71,3.62
diamonds_051096,2335.0,0.71,Very Good,G,VS2,62.3,63.0,5.7,5.64,3.53
diamonds_051097,2335.0,0.7,Good,H,SI1,63.7,59.0,5.59,5.53,3.54
diamonds_051098,2335.0,0.7,Premium,E,SI2,63.0,58.0,5.69,5.64,3.57
diamonds_051099,2336.0,0.59,Ideal,G,VS2,61.9,57.0,5.41,5.38,3.34
diamonds_051100,2336.0,0.56,Very Good,G,VVS2,62.1,55.6,5.29,5.31,3.29
diamonds_051101,2336.0,1.17,Fair,I,I1,64.5,59.0,6.67,6.47,4.25
diamonds_051102,2336.0,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0
diamonds_051103,2337.0,0.72,Very Good,I,VS2,63.3,55.0,5.7,5.74,3.62
diamonds_051104,2337.0,0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53
diamonds_051105,2337.0,0.72,Very Good,I,VS2,63.9,58.0,5.65,5.68,3.62
diamonds_051106,2337.0,0.73,Very Good,H,VS2,63.1,57.3,5.65,5.7,3.59
diamonds_051107,2337.0,0.7,Very Good,D,SI2,61.4,58.0,5.7,5.74,3.51
diamonds_051108,2337.0,0.72,Ideal,I,VS2,61.1,56.0,5.76,5.82,3.54
diamonds_051109,2337.0,0.72,Ideal,E,SI2,61.7,57.0,5.72,5.78,3.55
diamonds_051110,2337.0,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42
diamonds_051111,2337.0,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59
diamonds_051112,2337.0,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81
diamonds_051113,2338.0,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22
diamonds_051114,2338.0,0.77,Good,H,SI1,63.0,65.0,5.82,5.74,3.64
diamonds_051115,2338.0,0.7,Very Good,G,VS2,63.4,58.0,5.63,5.57,3.55
diamonds_051116,2338.0,0.76,Ideal,H,SI1,61.7,56.0,5.87,5.84,3.61
diamonds_051117,2338.0,0.97,Fair,F,SI2,67.2,61.0,6.09,6.0,4.06
diamonds_051118,2338.0,0.7,Fair,G,VS2,65.3,57.0,5.58,5.47,3.61
diamonds_051119,2339.0,0.57,Ideal,F,VVS2,62.0,55.0,5.3,5.31,3.29
diamonds_051120,2339.0,0.57,Ideal,F,VVS2,62.1,56.0,5.31,5.35,3.31
diamonds_051121,2339.0,0.71,Very Good,H,SI2,62.2,55.1,5.7,5.72,3.55
diamonds_051122,2339.0,0.82,Fair,G,SI1,66.4,54.0,5.87,5.82,3.88
diamonds_051123,2339.0,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48
diamonds_051124,2339.0,0.7,Fair,D,SI1,66.5,55.0,5.51,5.47,3.65
diamonds_051125,2339.0,0.57,Ideal,F,VVS1,61.9,54.8,5.3,5.36,3.3
diamonds_051126,2339.0,0.6,Ideal,E,VS1,59.6,59.0,5.52,5.45,3.27
diamonds_051127,2339.0,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02
diamonds_051128,2340.0,0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6
diamonds_051129,2340.0,0.71,Ideal,E,SI2,58.7,57.0,5.89,5.86,3.44
diamonds_051130,2340.0,0.58,Ideal,F,VVS2,62.0,55.0,5.32,5.4,3.31
diamonds_051131,2340.0,0.72,Ideal,F,SI2,61.7,55.0,5.77,5.81,3.57
diamonds_051132,2340.0,0.78,Premium,F,SI2,60.6,57.0,5.98,5.94,3.61
diamonds_051133,2340.0,0.53,Ideal,D,VS1,61.6,56.0,5.23,5.19,3.21
diamonds_051134,2340.0,0.71,Premium,E,SI2,60.5,59.0,5.78,5.75,3.49
diamonds_051135,2340.0,0.65,Ideal,F,VS1,62.2,57.0,5.6,5.53,3.46
diamonds_051136,2340.0,0.78,Ideal,E,SI2,60.8,56.0,5.98,5.92,3.62
diamonds_051137,2341.0,0.73,Premium,E,SI2,60.1,59.0,5.87,5.82,3.51
diamonds_051138,2341.0,0.51,Premium,F,VVS1,62.6,57.0,5.1,5.06,3.18
diamonds_051139,2342.0,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74
diamonds_051140,2342.0,0.71,Ideal,G,SI1,62.8,56.0,5.72,5.75,3.6
diamonds_051141,2342.0,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65
diamonds_051142,2342.0,0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48
diamonds_051143,2343.0,0.7,Very Good,F,SI1,60.3,57.0,5.73,5.77,3.47
diamonds_051144,2343.0,0.71,Very Good,F,SI1,63.1,57.0,5.69,5.66,3.58
diamonds_051145,2343.0,0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51
diamonds_051146,2343.0,0.7,Ideal,F,SI1,61.8,58.0,5.7,5.75,3.54
diamonds_051147,2343.0,0.71,Premium,E,SI2,62.7,59.0,5.7,5.66,3.56
diamonds_051148,2343.0,0.71,Very Good,E,SI2,58.4,63.0,5.85,5.8,3.4
diamonds_051149,2343.0,0.71,Premium,F,SI2,62.0,59.0,5.68,5.65,3.51
diamonds_051150,2344.0,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8
diamonds_051151,2344.0,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62
diamonds_051152,2344.0,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85
diamonds_051153,2344.0,0.62,Fair,E,VS1,58.8,67.0,5.66,5.57,3.29
diamonds_051154,2344.0,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42
diamonds_051155,2344.0,0.62,Ideal,F,VS1,61.9,55.0,5.46,5.19,3.39
diamonds_051156,2345.0,0.71,Very Good,F,SI1,64.0,58.0,5.59,5.66,3.6
diamonds_051157,2345.0,0.72,Very Good,E,SI2,59.8,58.0,5.84,5.86,3.5
diamonds_051158,2345.0,0.72,Very Good,I,SI1,63.2,57.0,5.71,5.75,3.62
diamonds_051159,2345.0,0.71,Premium,F,SI1,60.2,60.0,5.79,5.71,3.46
diamonds_051160,2345.0,0.72,Ideal,E,SI2,62.7,57.0,5.71,5.78,3.6
