__sample_id__,__target__,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
german_numer_000552,0,<0,48,existing paid,radio/tv,6999,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,,own,2,skilled,1,yes,yes
german_numer_000553,1,0<=X<200,12,critical/other existing credit,new car,1995,100<=X<500,<1,4,male single,,1,car,27,,own,1,skilled,1,,yes
german_numer_000554,1,0<=X<200,9,existing paid,education,1199,<100,4<=X<7,4,female div/dep/mar,,4,life insurance,67,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000555,0,0<=X<200,12,existing paid,radio/tv,1331,<100,<1,2,male single,,1,car,22,stores,own,1,skilled,1,,yes
german_numer_000556,0,0<=X<200,18,no credits/all paid,new car,2278,100<=X<500,<1,3,female div/dep/mar,,3,car,28,,own,2,skilled,1,,yes
german_numer_000557,0,no checking,21,no credits/all paid,new car,5003,no known savings,1<=X<4,1,female div/dep/mar,,4,life insurance,29,bank,own,2,skilled,1,yes,yes
german_numer_000558,0,<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,,4,car,27,bank,own,1,skilled,1,,yes
german_numer_000559,0,0<=X<200,18,critical/other existing credit,furniture/equipment,1928,<100,<1,2,male single,,2,real estate,31,,own,2,unskilled resident,1,,yes
german_numer_000560,1,<0,24,existing paid,used car,2964,no known savings,>=7,4,male single,,4,no known property,49,bank,for free,1,skilled,2,yes,yes
german_numer_000561,0,<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,,yes
german_numer_000562,1,>=200,6,delayed previously,radio/tv,683,<100,<1,2,female div/dep/mar,,1,life insurance,29,bank,own,1,skilled,1,,yes
german_numer_000563,0,0<=X<200,36,existing paid,new car,12389,no known savings,1<=X<4,1,male single,,4,no known property,37,,for free,1,skilled,1,yes,yes
german_numer_000564,1,0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000565,1,0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,female div/dep/mar,,2,life insurance,23,,rent,2,skilled,1,yes,yes
german_numer_000566,0,<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,,3,car,36,,own,1,skilled,1,,yes
german_numer_000567,1,no checking,24,critical/other existing credit,radio/tv,2578,>=1000,>=7,2,male single,,2,car,34,,own,1,skilled,1,,yes
german_numer_000568,1,0<=X<200,48,existing paid,radio/tv,3979,no known savings,4<=X<7,4,male single,,1,car,41,,own,2,skilled,2,yes,yes
german_numer_000569,0,<0,48,existing paid,radio/tv,6758,<100,1<=X<4,3,female div/dep/mar,,2,car,31,,own,1,skilled,1,yes,yes
german_numer_000570,0,<0,24,existing paid,furniture/equipment,3234,<100,<1,4,female div/dep/mar,,4,real estate,23,,rent,1,unskilled resident,1,yes,yes
german_numer_000571,1,no checking,30,critical/other existing credit,radio/tv,5954,<100,4<=X<7,3,male single,co applicant,2,car,38,,own,1,skilled,1,,yes
german_numer_000572,1,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,,4,life insurance,26,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000573,1,<0,15,existing paid,business,806,<100,1<=X<4,4,female div/dep/mar,,4,life insurance,22,,own,1,unskilled resident,1,,yes
german_numer_000574,1,0<=X<200,9,existing paid,radio/tv,1082,<100,>=7,4,male single,,4,car,27,,own,2,unskilled resident,1,,yes
german_numer_000575,1,no checking,15,critical/other existing credit,furniture/equipment,2788,<100,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,,yes
german_numer_000576,1,0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,,1,real estate,27,,own,1,skilled,1,,yes
german_numer_000577,1,no checking,24,critical/other existing credit,education,1927,no known savings,1<=X<4,3,female div/dep/mar,,2,car,33,,own,2,skilled,1,yes,yes
german_numer_000578,0,0<=X<200,36,critical/other existing credit,new car,2820,<100,<1,4,male div/sep,,4,car,27,,own,2,skilled,1,,yes
german_numer_000579,1,no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,,3,car,27,,own,2,unskilled resident,1,,yes
german_numer_000580,0,0<=X<200,18,critical/other existing credit,new car,1056,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,,yes
german_numer_000581,1,0<=X<200,12,critical/other existing credit,new car,3124,<100,<1,1,male single,,3,real estate,49,bank,own,2,unskilled resident,2,,yes
german_numer_000582,1,no checking,9,existing paid,furniture/equipment,1388,<100,1<=X<4,4,female div/dep/mar,,2,real estate,26,,rent,1,skilled,1,,yes
german_numer_000583,0,0<=X<200,36,existing paid,repairs,2384,<100,<1,4,male single,,1,no known property,33,,rent,1,unskilled resident,1,,yes
german_numer_000584,1,no checking,12,existing paid,new car,2133,no known savings,>=7,4,female div/dep/mar,,4,no known property,52,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000585,0,<0,18,existing paid,furniture/equipment,2039,<100,1<=X<4,1,female div/dep/mar,,4,real estate,20,bank,rent,1,skilled,1,,yes
german_numer_000586,1,<0,9,critical/other existing credit,new car,2799,<100,1<=X<4,2,male single,,2,real estate,36,,rent,2,skilled,2,,yes
german_numer_000587,1,<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,,own,1,unskilled resident,1,,yes
german_numer_000588,0,<0,18,existing paid,domestic appliance,1217,<100,1<=X<4,4,male mar/wid,,3,real estate,47,,own,1,unskilled resident,1,yes,yes
german_numer_000589,0,<0,12,critical/other existing credit,furniture/equipment,2246,<100,>=7,3,male single,,3,life insurance,60,,own,2,skilled,1,,yes
german_numer_000590,1,<0,12,critical/other existing credit,radio/tv,385,<100,4<=X<7,4,female div/dep/mar,,3,real estate,58,,own,4,unskilled resident,1,yes,yes
german_numer_000591,1,0<=X<200,24,delayed previously,new car,1965,no known savings,1<=X<4,4,female div/dep/mar,,4,car,42,,rent,2,skilled,1,yes,yes
german_numer_000592,1,no checking,21,existing paid,business,1572,>=1000,>=7,4,female div/dep/mar,,4,real estate,36,bank,own,1,unskilled resident,1,,yes
german_numer_000593,0,0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,female div/dep/mar,,4,life insurance,20,,rent,1,unskilled resident,1,yes,yes
german_numer_000594,0,<0,24,all paid,other,1358,no known savings,>=7,4,male single,,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000595,0,0<=X<200,6,all paid,new car,931,100<=X<500,<1,1,female div/dep/mar,,1,life insurance,32,stores,own,1,unskilled resident,1,,yes
german_numer_000596,0,<0,24,existing paid,new car,1442,<100,4<=X<7,4,female div/dep/mar,,4,car,23,,rent,2,skilled,1,,yes
german_numer_000597,0,0<=X<200,24,no credits/all paid,business,4241,<100,1<=X<4,1,male single,,4,real estate,36,,own,3,unskilled resident,1,yes,yes
german_numer_000598,0,no checking,18,critical/other existing credit,new car,2775,<100,4<=X<7,2,male single,,2,life insurance,31,bank,own,2,skilled,1,,yes
german_numer_000599,1,no checking,24,delayed previously,business,3863,<100,1<=X<4,1,male single,,2,no known property,32,,for free,1,skilled,1,,yes
german_numer_000600,1,0<=X<200,7,existing paid,radio/tv,2329,<100,<1,1,female div/dep/mar,guarantor,1,real estate,45,,own,1,skilled,1,,yes
german_numer_000601,0,0<=X<200,9,existing paid,furniture/equipment,918,<100,1<=X<4,4,female div/dep/mar,,1,life insurance,30,,own,1,skilled,1,,yes
german_numer_000602,0,0<=X<200,24,all paid,education,1837,<100,4<=X<7,4,female div/dep/mar,,4,no known property,34,bank,for free,1,unskilled resident,1,,yes
german_numer_000603,0,no checking,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4,female div/dep/mar,,2,car,28,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000604,1,>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,,2,life insurance,23,,own,1,skilled,1,,yes
german_numer_000605,1,<0,24,all paid,furniture/equipment,2828,500<=X<1000,1<=X<4,4,male single,,4,real estate,22,stores,own,1,skilled,1,yes,yes
german_numer_000606,1,no checking,24,critical/other existing credit,business,4526,<100,1<=X<4,3,male single,,2,real estate,74,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000607,0,0<=X<200,36,existing paid,radio/tv,2671,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,,for free,1,skilled,1,,yes
german_numer_000608,1,no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,,1,real estate,33,,own,1,skilled,1,,yes
german_numer_000609,1,no checking,15,existing paid,used car,1300,no known savings,>=7,4,male single,,4,no known property,45,bank,for free,1,skilled,2,,yes
german_numer_000610,0,<0,12,existing paid,domestic appliance,741,100<=X<500,unemployed,4,female div/dep/mar,,3,life insurance,22,,own,1,skilled,1,,yes
german_numer_000611,0,>=200,10,existing paid,new car,1240,100<=X<500,>=7,1,female div/dep/mar,,4,no known property,48,,for free,1,unskilled resident,2,,yes
german_numer_000612,1,<0,21,existing paid,radio/tv,3357,>=1000,<1,4,female div/dep/mar,,2,car,29,bank,own,1,skilled,1,,yes
german_numer_000613,1,<0,24,all paid,used car,3632,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,,no
german_numer_000614,0,no checking,18,delayed previously,furniture/equipment,1808,<100,4<=X<7,4,female div/dep/mar,,1,real estate,22,,own,1,skilled,1,,yes
german_numer_000615,1,0<=X<200,48,no credits/all paid,business,12204,no known savings,1<=X<4,2,male single,,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000616,1,0<=X<200,60,delayed previously,radio/tv,9157,no known savings,1<=X<4,2,male single,,2,no known property,27,,for free,1,high qualif/self emp/mgmt,1,,yes
german_numer_000617,1,<0,6,critical/other existing credit,new car,3676,<100,1<=X<4,1,male single,,3,real estate,37,,rent,3,skilled,2,,yes
german_numer_000618,0,0<=X<200,30,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,,rent,1,skilled,1,,yes
german_numer_000619,1,no checking,12,existing paid,new car,640,<100,1<=X<4,4,male div/sep,,2,real estate,49,,own,1,unskilled resident,1,,yes
german_numer_000620,1,0<=X<200,21,critical/other existing credit,business,3652,<100,4<=X<7,2,male single,,3,life insurance,27,,own,2,skilled,1,,yes
german_numer_000621,0,no checking,18,critical/other existing credit,new car,1530,<100,1<=X<4,3,male single,,2,life insurance,32,bank,own,2,skilled,1,,yes
german_numer_000622,0,no checking,48,existing paid,business,3914,no known savings,1<=X<4,4,male div/sep,,2,real estate,38,bank,own,1,skilled,1,,yes
german_numer_000623,1,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female div/dep/mar,,1,car,22,,rent,1,skilled,1,,yes
german_numer_000624,0,<0,18,existing paid,radio/tv,2600,<100,1<=X<4,4,male single,,4,no known property,65,,for free,2,skilled,1,,yes
german_numer_000625,1,no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,male single,,2,car,35,,own,1,skilled,1,,yes
german_numer_000626,1,>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,,2,real estate,41,,own,1,skilled,1,yes,yes
german_numer_000627,0,0<=X<200,9,all paid,new car,1437,100<=X<500,4<=X<7,2,male single,,3,no known property,29,,own,1,skilled,1,,yes
german_numer_000628,1,no checking,42,critical/other existing credit,furniture/equipment,4042,500<=X<1000,1<=X<4,4,male single,,4,real estate,36,,own,2,skilled,1,yes,yes
german_numer_000629,1,no checking,9,existing paid,education,3832,no known savings,>=7,1,male single,,4,real estate,64,,own,1,unskilled resident,1,,yes
german_numer_000630,1,<0,24,existing paid,radio/tv,3660,<100,1<=X<4,2,female div/dep/mar,,4,car,28,,own,1,skilled,1,,yes
german_numer_000631,0,<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,,3,car,44,bank,own,1,skilled,1,,yes
german_numer_000632,1,0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,,1,life insurance,23,,own,1,skilled,1,,yes
german_numer_000633,0,no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,female div/dep/mar,co applicant,2,car,19,,rent,2,skilled,1,,yes
german_numer_000634,0,0<=X<200,24,existing paid,new car,1355,<100,<1,3,female div/dep/mar,,4,car,25,,own,1,unskilled resident,1,yes,yes
german_numer_000635,1,no checking,12,existing paid,education,1393,<100,>=7,4,male single,,4,life insurance,47,bank,own,3,skilled,2,yes,yes
german_numer_000636,1,no checking,24,existing paid,radio/tv,1376,500<=X<1000,4<=X<7,4,female div/dep/mar,,1,car,28,,own,1,skilled,1,,yes
german_numer_000637,1,no checking,60,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,,4,car,21,,own,2,skilled,1,yes,yes
german_numer_000638,1,no checking,12,existing paid,radio/tv,1493,<100,<1,4,female div/dep/mar,,3,car,34,,own,1,skilled,2,,yes
german_numer_000639,0,<0,42,delayed previously,radio/tv,4370,<100,4<=X<7,3,male single,,2,life insurance,26,bank,own,2,skilled,2,yes,yes
german_numer_000640,0,<0,18,existing paid,education,750,<100,unemployed,4,female div/dep/mar,,1,real estate,27,,own,1,unemp/unskilled non res,1,,yes
german_numer_000641,1,0<=X<200,15,existing paid,repairs,1308,<100,>=7,4,male single,,4,car,38,,own,2,unskilled resident,1,,yes
german_numer_000642,0,no checking,15,existing paid,education,4623,100<=X<500,1<=X<4,3,male single,,2,life insurance,40,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000643,1,no checking,24,critical/other existing credit,radio/tv,1851,<100,4<=X<7,4,male mar/wid,guarantor,2,car,33,,own,2,skilled,1,yes,yes
german_numer_000644,1,<0,18,critical/other existing credit,radio/tv,1880,<100,4<=X<7,4,male mar/wid,,1,life insurance,32,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000645,0,no checking,36,delayed previously,business,7980,no known savings,<1,4,male single,,4,car,27,,rent,2,skilled,1,yes,yes
german_numer_000646,1,<0,30,no credits/all paid,furniture/equipment,4583,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,,own,2,skilled,1,,yes
german_numer_000647,0,no checking,12,existing paid,new car,1386,500<=X<1000,1<=X<4,2,female div/dep/mar,,2,life insurance,26,,own,1,skilled,1,,yes
german_numer_000648,0,>=200,24,existing paid,new car,947,<100,4<=X<7,4,male single,,3,no known property,38,bank,for free,1,skilled,2,,yes
german_numer_000649,0,<0,12,existing paid,education,684,<100,1<=X<4,4,male single,,4,car,40,,rent,1,unskilled resident,2,,yes
german_numer_000650,1,<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,,1,no known property,50,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000651,0,0<=X<200,12,existing paid,furniture/equipment,1922,<100,1<=X<4,4,male single,,2,life insurance,37,,own,1,unskilled resident,1,,yes
german_numer_000652,0,<0,24,existing paid,new car,2303,<100,>=7,4,male single,co applicant,1,real estate,45,,own,1,skilled,1,,yes
german_numer_000653,0,0<=X<200,36,delayed previously,new car,8086,100<=X<500,>=7,2,male single,,4,car,42,,own,4,high qualif/self emp/mgmt,1,yes,yes
german_numer_000654,1,no checking,24,critical/other existing credit,used car,2346,<100,4<=X<7,4,male single,,3,car,35,,own,2,skilled,1,yes,yes
german_numer_000655,1,<0,14,existing paid,new car,3973,<100,unemployed,1,male single,,4,no known property,22,,for free,1,skilled,1,,yes
german_numer_000656,0,0<=X<200,12,existing paid,new car,888,<100,>=7,4,male single,,4,car,41,bank,own,1,unskilled resident,2,,yes
german_numer_000657,1,no checking,48,existing paid,radio/tv,10222,no known savings,4<=X<7,4,male single,,3,car,37,stores,own,1,skilled,1,yes,yes
german_numer_000658,1,0<=X<200,30,no credits/all paid,business,4221,<100,1<=X<4,2,female div/dep/mar,,1,car,28,,own,2,skilled,1,,yes
german_numer_000659,1,0<=X<200,18,critical/other existing credit,furniture/equipment,6361,<100,>=7,2,male single,,1,no known property,41,,own,1,skilled,1,yes,yes
german_numer_000660,1,>=200,12,existing paid,radio/tv,1297,<100,1<=X<4,3,male mar/wid,,4,real estate,23,,rent,1,skilled,1,,yes
german_numer_000661,0,<0,12,existing paid,new car,900,no known savings,1<=X<4,4,male mar/wid,,2,car,23,,own,1,skilled,1,,yes
german_numer_000662,1,no checking,21,existing paid,furniture/equipment,2241,<100,>=7,4,male single,,2,real estate,50,,own,2,skilled,1,,yes
german_numer_000663,1,0<=X<200,6,delayed previously,furniture/equipment,1050,<100,unemployed,4,male single,,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000664,1,>=200,6,critical/other existing credit,education,1047,<100,1<=X<4,2,female div/dep/mar,,4,life insurance,50,,own,1,unskilled resident,1,,yes
german_numer_000665,1,no checking,24,critical/other existing credit,other,6314,<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000666,1,0<=X<200,30,all paid,furniture/equipment,3496,>=1000,1<=X<4,4,male single,,2,car,34,stores,own,1,skilled,2,yes,yes
german_numer_000667,1,no checking,48,all paid,business,3609,<100,1<=X<4,1,female div/dep/mar,,1,real estate,27,stores,own,1,skilled,1,,yes
german_numer_000668,0,<0,12,critical/other existing credit,new car,4843,<100,>=7,3,male single,co applicant,4,life insurance,43,,rent,2,skilled,1,yes,yes
german_numer_000669,1,>=200,30,critical/other existing credit,radio/tv,3017,<100,>=7,4,male single,,4,life insurance,47,,own,1,skilled,1,,yes
german_numer_000670,1,no checking,24,critical/other existing credit,business,4139,100<=X<500,1<=X<4,3,male single,,3,life insurance,27,,own,2,unskilled resident,1,yes,yes
german_numer_000671,1,no checking,36,existing paid,business,5742,100<=X<500,4<=X<7,2,male single,,2,car,31,,own,2,skilled,1,yes,yes
german_numer_000672,1,no checking,60,existing paid,new car,10366,<100,>=7,2,male single,,4,life insurance,42,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000673,1,no checking,6,critical/other existing credit,new car,2080,500<=X<1000,1<=X<4,1,male mar/wid,,2,car,24,,own,1,skilled,1,,yes
german_numer_000674,0,no checking,21,delayed previously,business,2580,500<=X<1000,<1,4,male single,,2,real estate,41,bank,own,1,unskilled resident,2,,yes
german_numer_000675,1,no checking,30,critical/other existing credit,radio/tv,4530,<100,4<=X<7,4,female div/dep/mar,,4,car,26,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000676,1,no checking,24,critical/other existing credit,furniture/equipment,5150,<100,>=7,4,male single,,4,car,33,,own,1,skilled,1,yes,yes
german_numer_000677,0,0<=X<200,72,existing paid,radio/tv,5595,100<=X<500,1<=X<4,2,male mar/wid,,2,car,24,,own,1,skilled,1,,yes
german_numer_000678,1,<0,24,existing paid,radio/tv,2384,<100,>=7,4,male single,,4,real estate,64,bank,rent,1,unskilled resident,1,,yes
german_numer_000679,1,no checking,18,existing paid,radio/tv,1453,<100,<1,3,female div/dep/mar,,1,real estate,26,,own,1,skilled,1,,yes
german_numer_000680,1,no checking,6,existing paid,education,1538,<100,<1,1,female div/dep/mar,,2,no known property,56,,own,1,skilled,1,,yes
german_numer_000681,1,no checking,12,existing paid,radio/tv,2279,no known savings,1<=X<4,4,male single,,4,no known property,37,,for free,1,skilled,1,yes,yes
german_numer_000682,1,no checking,15,delayed previously,radio/tv,1478,<100,1<=X<4,4,male mar/wid,,3,real estate,33,bank,own,2,skilled,1,,yes
german_numer_000683,1,no checking,24,critical/other existing credit,radio/tv,5103,<100,<1,3,male mar/wid,,3,no known property,47,,for free,3,skilled,1,yes,yes
german_numer_000684,1,0<=X<200,36,delayed previously,business,9857,100<=X<500,4<=X<7,1,male single,,3,life insurance,31,,own,2,unskilled resident,2,yes,yes
german_numer_000685,1,no checking,60,existing paid,new car,6527,no known savings,1<=X<4,4,male single,,4,no known property,34,,for free,1,skilled,2,yes,yes
german_numer_000686,1,>=200,10,critical/other existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,,2,life insurance,27,,own,2,skilled,1,yes,yes
german_numer_000687,1,0<=X<200,36,delayed previously,new car,2862,100<=X<500,>=7,4,male single,,3,no known property,30,,for free,1,skilled,1,,yes
german_numer_000688,1,no checking,9,existing paid,radio/tv,2753,100<=X<500,>=7,3,male single,co applicant,4,car,35,,own,1,skilled,1,yes,yes
german_numer_000689,1,<0,12,existing paid,new car,3651,>=1000,1<=X<4,1,male single,,3,life insurance,31,,own,1,skilled,2,,yes
german_numer_000690,1,<0,15,critical/other existing credit,furniture/equipment,975,<100,1<=X<4,2,male div/sep,,3,life insurance,25,,own,2,skilled,1,,yes
german_numer_000691,1,0<=X<200,15,existing paid,repairs,2631,100<=X<500,1<=X<4,3,female div/dep/mar,,2,real estate,25,,own,1,unskilled resident,1,,yes
german_numer_000692,1,0<=X<200,24,existing paid,radio/tv,2896,100<=X<500,<1,2,male single,,1,car,29,,own,1,skilled,1,,yes
german_numer_000693,1,<0,6,critical/other existing credit,new car,4716,no known savings,<1,1,male single,,3,real estate,44,,own,2,unskilled resident,2,,yes
german_numer_000694,1,no checking,24,existing paid,radio/tv,2284,<100,4<=X<7,4,male single,,2,car,28,,own,1,skilled,1,yes,yes
german_numer_000695,1,no checking,6,existing paid,used car,1236,500<=X<1000,1<=X<4,2,male single,,4,life insurance,50,,rent,1,skilled,1,,yes
german_numer_000696,1,0<=X<200,12,existing paid,radio/tv,1103,<100,4<=X<7,4,male single,guarantor,3,real estate,29,,own,2,skilled,1,,no
german_numer_000697,1,no checking,12,critical/other existing credit,new car,926,<100,unemployed,1,female div/dep/mar,,2,life insurance,38,,own,1,unemp/unskilled non res,1,,yes
german_numer_000698,1,no checking,18,critical/other existing credit,radio/tv,1800,<100,1<=X<4,4,male single,,2,car,24,,own,2,skilled,1,,yes
german_numer_000699,1,>=200,15,existing paid,education,1905,<100,>=7,4,male single,,4,car,40,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000700,0,no checking,12,existing paid,furniture/equipment,1123,500<=X<1000,1<=X<4,4,female div/dep/mar,,4,car,29,,rent,1,unskilled resident,1,,yes
german_numer_000701,0,<0,48,critical/other existing credit,used car,6331,<100,>=7,4,male single,,4,no known property,46,,for free,2,skilled,1,yes,yes
german_numer_000702,1,>=200,24,existing paid,radio/tv,1377,100<=X<500,>=7,4,female div/dep/mar,,2,no known property,47,,for free,1,skilled,1,yes,yes
german_numer_000703,1,0<=X<200,30,delayed previously,business,2503,100<=X<500,>=7,4,male single,,2,life insurance,41,stores,own,2,skilled,1,,yes
german_numer_000704,1,0<=X<200,27,existing paid,business,2528,<100,<1,4,female div/dep/mar,,1,life insurance,32,,own,1,skilled,2,yes,yes
german_numer_000705,1,no checking,15,existing paid,new car,5324,500<=X<1000,>=7,1,female div/dep/mar,,4,no known property,35,,for free,1,skilled,1,,yes
german_numer_000706,0,0<=X<200,48,existing paid,new car,6560,100<=X<500,4<=X<7,3,male single,,2,life insurance,24,,own,1,skilled,1,,yes
german_numer_000707,0,0<=X<200,12,no credits/all paid,furniture/equipment,2969,<100,<1,4,female div/dep/mar,,3,life insurance,25,,rent,2,skilled,1,,yes
german_numer_000708,1,0<=X<200,9,existing paid,radio/tv,1206,<100,>=7,4,female div/dep/mar,,4,real estate,25,,own,1,skilled,1,,yes
german_numer_000709,1,0<=X<200,9,existing paid,radio/tv,2118,<100,1<=X<4,2,male single,,2,real estate,37,,own,1,unskilled resident,2,,yes
german_numer_000710,1,no checking,18,critical/other existing credit,radio/tv,629,500<=X<1000,>=7,4,male single,,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000711,0,<0,6,all paid,education,1198,<100,>=7,4,female div/dep/mar,,4,no known property,35,,for free,1,skilled,1,,yes
german_numer_000712,1,no checking,21,existing paid,used car,2476,no known savings,>=7,4,male single,,4,real estate,46,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000713,1,<0,9,critical/other existing credit,radio/tv,1138,<100,1<=X<4,4,male single,,4,real estate,25,,own,2,unskilled resident,1,,yes
german_numer_000714,0,0<=X<200,60,existing paid,new car,14027,<100,4<=X<7,4,male single,,2,no known property,27,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000715,1,no checking,30,critical/other existing credit,used car,7596,no known savings,>=7,1,male single,,4,car,63,,own,2,skilled,1,,yes
german_numer_000716,1,no checking,30,critical/other existing credit,radio/tv,3077,no known savings,>=7,3,male single,,2,car,40,,own,2,skilled,2,yes,yes
german_numer_000717,1,no checking,18,existing paid,radio/tv,1505,<100,1<=X<4,4,male single,,2,no known property,32,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000718,1,>=200,24,critical/other existing credit,radio/tv,3148,no known savings,1<=X<4,3,male single,,2,car,31,,own,2,skilled,1,yes,yes
german_numer_000719,1,0<=X<200,20,no credits/all paid,used car,6148,100<=X<500,>=7,3,male mar/wid,,4,car,31,bank,own,2,skilled,1,yes,yes
german_numer_000720,0,>=200,9,no credits/all paid,radio/tv,1337,<100,<1,4,male single,,2,car,34,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000721,0,0<=X<200,6,all paid,education,433,>=1000,<1,4,female div/dep/mar,,2,life insurance,24,bank,rent,1,skilled,2,,yes
german_numer_000722,0,<0,12,existing paid,new car,1228,<100,1<=X<4,4,female div/dep/mar,,2,real estate,24,,own,1,unskilled resident,1,,yes
german_numer_000723,1,0<=X<200,9,existing paid,radio/tv,790,500<=X<1000,1<=X<4,4,female div/dep/mar,,3,real estate,66,,own,1,unskilled resident,1,,yes
german_numer_000724,0,no checking,27,existing paid,new car,2570,<100,1<=X<4,3,female div/dep/mar,,3,real estate,21,,rent,1,skilled,1,,yes
german_numer_000725,1,no checking,6,critical/other existing credit,new car,250,>=1000,1<=X<4,2,female div/dep/mar,,2,real estate,41,bank,own,2,unskilled resident,1,,yes
german_numer_000726,1,no checking,15,critical/other existing credit,radio/tv,1316,500<=X<1000,1<=X<4,2,male mar/wid,,2,life insurance,47,,own,2,unskilled resident,1,,yes
german_numer_000727,0,<0,18,existing paid,radio/tv,1882,<100,1<=X<4,4,female div/dep/mar,,4,car,25,bank,rent,2,skilled,1,,yes
german_numer_000728,0,0<=X<200,48,all paid,business,6416,<100,>=7,4,female div/dep/mar,,3,no known property,59,,rent,1,skilled,1,,yes
german_numer_000729,1,>=200,24,critical/other existing credit,business,1275,>=1000,1<=X<4,2,male div/sep,,4,real estate,36,,own,2,skilled,1,yes,yes
german_numer_000730,1,0<=X<200,24,delayed previously,radio/tv,6403,<100,<1,1,male single,,2,car,33,,own,1,skilled,1,,yes
german_numer_000731,0,<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,,4,real estate,21,,rent,1,unskilled resident,2,,yes
german_numer_000732,1,0<=X<200,8,existing paid,radio/tv,760,<100,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,,own,1,unskilled resident,1,,yes
german_numer_000733,1,no checking,24,existing paid,used car,2603,>=1000,1<=X<4,2,female div/dep/mar,,4,car,28,,rent,1,skilled,1,yes,yes
german_numer_000734,1,no checking,4,critical/other existing credit,new car,3380,<100,4<=X<7,1,female div/dep/mar,,1,real estate,37,,own,1,skilled,2,,yes
german_numer_000735,1,0<=X<200,36,all paid,domestic appliance,3990,no known savings,<1,3,female div/dep/mar,,2,no known property,29,bank,own,1,unemp/unskilled non res,1,,yes
